tweet,topic,label,opinion_towards,sentiment,text,target_in_tweet,seen?
Greece is our future.  Pay attention.  #GreekCrisis #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""greece"", ""future"", ""pay"", ""attention"", ""greek"", ""crisis"", ""sem"", ""st""]]",0,1
"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""dont"", ""care"", ""anybody"", ""says"", ""november"", ""2016"", ""vote"", ""get"", ""bumper"", ""sticker"", ""sem"", ""st""]]",1,1
"@business  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #OhHillNo #StopHillary2016 #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""cant"", ""even"", ""manage"", ""wants"", ""lol"", ""oh"", ""hill"", ""stop"", ""hillary"", ""2016"", ""sem"", ""st""]]",0,1
And this dude wants to be potus #FOH #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""dude"", ""wants"", ""potus"", ""foh"", ""sem"", ""st""]]",0,1
@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""know"", ""left"", ""afraid"", ""executive"", ""politicians"", ""hang"", ""donald"", ""sem"", ""st""]]",1,1
"@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""rnc"", ""calls"", ""ask"", ""prove"", ""theyre"", ""conservative"", ""cant"", ""youll"", ""enjoy"", ""rnc"", ""gop"", ""tcot"", ""sem"", ""st""]]",0,1
"I'm sure the white Euro people who moved to America when the land belonged to Native Americans were not good people either, #SemST","[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""im"", ""sure"", ""white"", ""euro"", ""people"", ""moved"", ""america"", ""land"", ""belonged"", ""native"", ""americans"", ""good"", ""people"", ""either"", ""sem"", ""st""]]",0,1
"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,"[[""good"", ""trumps"", ""speaking"", ""illrgal"", ""immigrants"", ""loss"", ""sem"", ""st""]]",1,1
@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""need"", ""someone"", ""like"", ""wont"", ""back"", ""anyone"", ""anything"", ""sem"", ""st""]]",1,1
"Why does O refer to Iran, Hamas, Ebola, and ISIS in dramatically less critical terms than he does Republicans?"" #tcot #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""refer"", ""iran"", ""hamas"", ""ebola"", ""isis"", ""dramatically"", ""less"", ""critical"", ""terms"", ""republicans"", ""tcot"", ""sem"", ""st""]]",0,1
@marypatriott @steph93065 @RealJamesWoods why not feed these disgusting s.o.b to the Muslims they would love em. #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""feed"", ""disgusting"", ""b"", ""muslims"", ""would"", ""love"", ""em"", ""sem"", ""st""]]",0,1
@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""outsource"", ""manufacturing"", ""mexico"", ""china"", ""like"", ""line"", ""hypocrite"", ""sem"", ""st""]]",1,1
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality... #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""really"", ""perfect"", ""definition"", ""ignorance"", ""perfect"", ""example"", ""someone"", ""know"", ""reality"", ""sem"", ""st""]]",1,1
"After a major stroke, 4 years later I'm still waiting. 15 mil are getting  free what I work for my whole life. #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""major"", ""stroke"", ""4"", ""years"", ""later"", ""im"", ""still"", ""waiting"", ""15"", ""mil"", ""getting"", ""free"", ""work"", ""whole"", ""life"", ""sem"", ""st""]]",0,1
I really hate these stunts.  We already know how ignorant the post-Reagan generations are.   #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""really"", ""hate"", ""stunts"", ""already"", ""know"", ""ignorant"", ""postreagan"", ""generations"", ""sem"", ""st""]]",0,1
Is #Greece waking up to the disaster of #Socialism and a world without borders? #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""greece"", ""waking"", ""disaster"", ""socialism"", ""world"", ""without"", ""borders"", ""sem"", ""st""]]",0,1
@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""fired"", ""yourfired"", ""trump"", ""sem"", ""st""]]",1,1
#ProgressiveCommandment:Criminals need short sentences & cushy jails in order to rehabilitate them!#tcot @ericbolling #Greta #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""progressive"", ""commandment"", ""criminals"", ""need"", ""short"", ""sentences"", ""cushy"", ""jails"", ""order"", ""rehabilitate"", ""themtcot"", ""greta"", ""sem"", ""st""]]",0,1
Top 10 Questions at Declaration of Independence signing  8. Are all Mexicans rapists and murderers? #4thjuly #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""top"", ""10"", ""questions"", ""declaration"", ""independence"", ""signing"", ""8"", ""mexicans"", ""rapists"", ""murderers"", ""4"", ""thjuly"", ""sem"", ""st""]]",0,1
@kilmeade @briankilmeade Obviously military industrial complex has an interest in sustained conflict War=sales #Libertarian #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""obviously"", ""military"", ""industrial"", ""complex"", ""interest"", ""sustained"", ""conflict"", ""warsales"", ""libertarian"", ""sem"", ""st""]]",0,1
"I have one friend, he said he has more accountants than he has nurses. #SemST","[""donald"", ""trump""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,"[[""one"", ""friend"", ""said"", ""accountants"", ""nurses"", ""sem"", ""st""]]",0,1
@DrakeKing15your gay agenda will be met with the wrath of god #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""gay"", ""agenda"", ""met"", ""wrath"", ""god"", ""sem"", ""st""]]",0,1
25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! - #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""25"", ""mexico"", ""invaded"", ""america"", ""continues"", ""occupy"", ""us"", ""yet"", ""pos"", ""rino"", ""phony"", ""jeb"", ""blames"", ""trump"", ""telling"", ""truth"", ""sem"", ""st""]]",1,1
I just cancelled my reservation at the Trump hotel in Las Vegas.  I hope like minded people intolerant of bigots do the same #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""cancelled"", ""reservation"", ""trump"", ""hotel"", ""las"", ""vegas"", ""hope"", ""like"", ""minded"", ""people"", ""intolerant"", ""bigots"", ""sem"", ""st""]]",1,1
@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump #SemST,"[""donald"", ""trump""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,"[[""ac"", ""360"", ""latinohispanic"", ""defending"", ""latino"", ""hispanic"", ""rapists"", ""sem"", ""st""]]",1,1
"There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016 #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""still"", ""done"", ""make"", ""country"", ""strong"", ""powerful"", ""great"", ""trump"", ""carson"", ""2016"", ""sem"", ""st""]]",1,1
"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""love"", ""mexicans"", ""respect"", ""work"", ""ethic"", ""love"", ""family"", ""loyalty"", ""food"", ""love"", ""god"", ""lets"", ""get"", ""jobs"", ""vote"", ""sem"", ""st""]]",0,1
"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right. #SemST","[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""goodbye"", ""macys"", ""nbc"", ""univision"", ""illegals"", ""rapingmurdering"", ""thx"", ""obama"", ""trump"", ""right"", ""sem"", ""st""]]",1,1
".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming. #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""true"", ""doesnt"", ""care"", ""money"", ""waitup"", ""greece"", ""coming"", ""sem"", ""st""]]",0,1
Thinking about deactivating my personal facebook account 'cause it's too liberal for me. Liberalism is a mental disorder. #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""thinking"", ""deactivating"", ""personal"", ""facebook"", ""account"", ""cause"", ""liberal"", ""liberalism"", ""mental"", ""disorder"", ""sem"", ""st""]]",0,1
"@BlissTabitha No, stand up for America, fiscal responsibility, strong defense, less transfer of wealth, less government. #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""stand"", ""america"", ""fiscal"", ""responsibility"", ""strong"", ""defense"", ""less"", ""transfer"", ""wealth"", ""less"", ""government"", ""sem"", ""st""]]",0,1
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""watched"", ""awesome"", ""vote"", ""make"", ""america"", ""great"", ""sem"", ""st""]]",1,1
"@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""errant"", ""vanity"", ""says"", ""2"", ""usa"", ""fighting"", ""isis"", ""choosing"", ""whenwhere"", ""isis"", ""decided"", ""sem"", ""st""]]",0,1
It's funny when politics seem like farce. Not so funny when politics becomes farce. #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""funny"", ""politics"", ""seem"", ""like"", ""farce"", ""funny"", ""politics"", ""becomes"", ""farce"", ""sem"", ""st""]]",0,1
@JoeHNewYork @maggiebeauchamp @DLoesch This country is upside down.. #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""country"", ""upside"", ""sem"", ""st""]]",0,1
Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""freedom"", ""speech"", ""yeah"", ""right"", ""allowed"", ""say"", ""want"", ""lines"", ""liberal"", ""agenda"", ""wake"", ""people"", ""sem"", ""st""]]",0,1
"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST","[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""backs"", ""vote"", ""boycotting"", ""anyone"", ""opposes"", ""patriotism"", ""need"", ""sem"", ""st""]]",1,1
"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot #SemST","[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""liberal"", ""brings"", ""immigration"", ""hit"", ""em"", ""trump"", ""card"", ""trumpforpresident"", ""trump"", ""tcot"", ""sem"", ""st""]]",1,1
@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you. #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""think"", ""adorable"", ""remind"", ""nephew"", ""stay"", ""young"", ""new"", ""comb"", ""youre"", ""sporting"", ""aging"", ""sem"", ""st""]]",0,1
I love the Mexican people but they're smarter than us we MUST stop them! #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""love"", ""mexican"", ""people"", ""theyre"", ""smarter"", ""us"", ""must"", ""stop"", ""sem"", ""st""]]",0,1
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT! #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""im"", ""rting"", ""every"", ""tweet"", ""post"", ""go"", ""get"", ""em"", ""mr"", ""trump"", ""youre"", ""reigniting"", ""fire"", ""american"", ""spirit"", ""fight"", ""sem"", ""st""]]",1,1
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""remember"", ""story"", ""charismatic"", ""businessman"", ""lie"", ""get"", ""power"", ""obscure"", ""position"", ""revelation"", ""sem"", ""st""]]",0,1
#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""five"", ""geraldo"", ""ass"", ""spews"", ""leftist"", ""bs"", ""makes"", ""sick"", ""turning"", ""five"", ""five"", ""sem"", ""st""]]",0,1
Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""hey"", ""hypocrites"", ""since"", ""u"", ""pull"", ""merchandise"", ""stores"", ""dont"", ""u"", ""pull"", ""racist"", ""jayz"", ""crap"", ""2"", ""facedliberals"", ""sem"", ""st""]]",1,1
With his immigration policies pwr drunk #Obama is setting himself up 2 b prez of Mex when he gets evicted from WH  #tcot #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""immigration"", ""policies"", ""pwr"", ""drunk"", ""obama"", ""setting"", ""2"", ""b"", ""prez"", ""mex"", ""gets"", ""evicted"", ""wh"", ""tcot"", ""sem"", ""st""]]",0,1
"@JudgeMbro Thank you for RT and FAV, judge!!! #USA #OhHillNo #Cuba #TodosMarchamos #Venezuela #SemST","[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""thank"", ""rt"", ""fav"", ""judge"", ""usa"", ""oh"", ""hill"", ""cuba"", ""todos"", ""marchamos"", ""venezuela"", ""sem"", ""st""]]",0,1
@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.  #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""parents"", ""warned"", ""stay"", ""away"", ""anyone"", ""offering"", ""free"", ""candy"", ""nothing"", ""ever"", ""free"", ""sem"", ""st""]]",0,1
"@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government! #SemST","[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""plenty"", ""phones"", ""internet"", ""access"", ""cars"", ""tvs"", ""houses"", ""etc"", ""courtesy"", ""taxpayers"", ""er"", ""government"", ""sem"", ""st""]]",0,1
Oh my if Hillary Clinton wins the U.S is going to fall apart #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""oh"", ""hillary"", ""clinton"", ""wins"", ""u"", ""going"", ""fall"", ""apart"", ""sem"", ""st""]]",0,1
"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans. #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""reason"", ""people"", ""problem"", ""speaks"", ""truth"", ""offends"", ""soft"", ""americans"", ""sem"", ""st""]]",1,1
Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""donald"", ""trump"", ""saying"", ""2016"", ""gop"", ""presidential"", ""candidates"", ""thinking"", ""bad"", ""things"", ""gop"", ""trump"", ""potus"", ""sem"", ""st""]]",1,1
@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""u"", ""talk"", ""big"", ""bigoted"", ""talk"", ""yet"", ""use"", ""illegals"", ""new"", ""dc"", ""prop"", ""thank"", ""gd"", ""u"", ""potus"", ""isnt"", ""viable"", ""trumpsucks"", ""sem"", ""st""]]",1,1
@HuffingtonPost He probably DOES have facts! #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""probably"", ""facts"", ""sem"", ""st""]]",0,1
he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016 #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""getting"", ""divorced"", ""filing"", ""bankruptcies"", ""trump"", ""bankrupt"", ""election"", ""2016"", ""sem"", ""st""]]",1,1
What happens first? Yellowstone blows or GOP prez candidate calls Trump racist? #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""happens"", ""first"", ""yellowstone"", ""blows"", ""gop"", ""prez"", ""candidate"", ""calls"", ""trump"", ""racist"", ""sem"", ""st""]]",1,1
@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government! #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""might"", ""time"", ""people"", ""declare"", ""independence"", ""federal"", ""government"", ""sem"", ""st""]]",0,1
He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy  #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""doesnt"", ""care"", ""would"", ""give"", ""tv"", ""gigs"", ""anyway"", ""run"", ""loves"", ""attention"", ""controversy"", ""sem"", ""st""]]",0,1
"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016 #SemST","[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""donald"", ""trump"", ""way"", ""better"", ""candidate"", ""hes"", ""real"", ""lobbyist"", ""backed"", ""puppet"", ""election"", ""2016"", ""sem"", ""st""]]",1,1
@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown #SemST,"[""donald"", ""trump""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""obvious"", ""macys"", ""nbc"", ""espn"", ""chokers"", ""trumpisassclown"", ""sem"", ""st""]]",1,1
@MoveOn Go screw yourselves & take Killary with you! Bring your bully shit to Florida and see what happens! #boycottMoveOn  #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""go"", ""screw"", ""take"", ""killary"", ""bring"", ""bully"", ""shit"", ""florida"", ""see"", ""happens"", ""boycott"", ""move"", ""sem"", ""st""]]",0,1
Y'all knew it was going to happen.  Wasn't it just a matter of time?  #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""yall"", ""knew"", ""going"", ""happen"", ""wasnt"", ""matter"", ""time"", ""sem"", ""st""]]",0,1
Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown... #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""miss"", ""usa"", ""host"", ""de"", ""la"", ""fuente"", ""quits"", ""pageant"", ""call"", ""ignorant"", ""clown"", ""sem"", ""st""]]",1,1
delusional - adjective  1. having false or unrealistic beliefs or opinions 2. Donald Trump  #presidentialelection2016 #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""delusional"", ""adjective"", ""1"", ""false"", ""unrealistic"", ""beliefs"", ""opinions"", ""2"", ""donald"", ""trump"", ""presidentialelection"", ""2016"", ""sem"", ""st""]]",1,1
@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""dont"", ""care"", ""says"", ""dont"", ""care"", ""liberals"", ""say"", ""keep"", ""speaking"", ""truth"", ""sem"", ""st""]]",1,1
bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!  #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""bow"", ""head"", ""free"", ""chelsea"", ""free"", ""hamond"", ""prisoners"", ""state"", ""sem"", ""st""]]",0,1
Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""kudos"", ""donald"", ""trump"", ""telling"", ""nbc"", ""media"", ""hates"", ""gops"", ""anything"", ""destroy"", ""nbc"", ""mediaatfault"", ""sem"", ""st""]]",1,1
@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""takes"", ""great"", ""bravery"", ""stand"", ""enemies"", ""even"", ""stand"", ""friends"", ""need"", ""sem"", ""st""]]",1,1
Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST,"[""donald"", ""trump""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""mainstream"", ""media"", ""giving"", ""donald"", ""trump"", ""airtime"", ""focus"", ""real"", ""issues"", ""sem"", ""st""]]",1,1
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it! #SemST,"[""donald"", ""trump""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""real"", ""deal"", ""folks"", ""tells"", ""truth"", ""get"", ""used"", ""sem"", ""st""]]",1,1
"It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake  #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""disgusts"", ""white"", ""house"", ""easily"", ""pass"", ""sex"", ""marriage"", ""marijuana"", ""time"", ""wake"", ""bake"", ""sem"", ""st""]]",0,1
The country's fucked but we can marry!! Woo hoo! #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""countrys"", ""fucked"", ""marry"", ""woo"", ""hoo"", ""sem"", ""st""]]",0,1
Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""political"", ""correctness"", ""automatic"", ""disqualifier"", ""gop"", ""candidates"", ""2016"", ""tcot"", ""defeat"", ""communism"", ""sem"", ""st""]]",0,1
"obviously, the decision was made on june 26th because it's the closest they could get to 6/66 within the month of june, #tcot #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""obviously"", ""decision"", ""made"", ""june"", ""26th"", ""closest"", ""could"", ""get"", ""666"", ""within"", ""month"", ""june"", ""tcot"", ""sem"", ""st""]]",0,1
@BillGates Can you reset my Windows 98 password?? #SemST,"[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""reset"", ""windows"", ""98"", ""password"", ""sem"", ""st""]]",0,1
@haleyelenaa and his favourite beaches are probably in Acapulco and Cabo  #SemST,"[""donald"", ""trump""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,"[[""favourite"", ""beaches"", ""probably"", ""acapulco"", ""cabo"", ""sem"", ""st""]]",0,1
"American's, do you think we are headed in a positive direction? #USAGuard #OPACT #SemST","[""donald"", ""trump""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,"[[""americans"", ""think"", ""headed"", ""positive"", ""direction"", ""usag"", ""uard"", ""opact"", ""sem"", ""st""]]",0,1
"Silence is golden, yes, but when silence is all there is...it is way too loud! ~john tarter #tcot #SemST","[""donald"", ""trump""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""silence"", ""golden"", ""yes"", ""silence"", ""way"", ""loud"", ""john"", ""tarter"", ""tcot"", ""sem"", ""st""]]",0,1
